Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-08-10 09:30:00-04:00,167.67999267578125,168.58999633789062,167.451904296875,167.94000244140625,9242562,0,0
2022-08-10 09:45:00-04:00,168.00010681152344,168.62399291992188,167.7100067138672,168.44000244140625,4732654,0,0
2022-08-10 10:00:00-04:00,168.4600067138672,168.47999572753906,167.21499633789062,167.41000366210938,3403288,0,0
2022-08-10 10:15:00-04:00,167.39999389648438,167.50999450683594,166.89999389648438,167.3386993408203,2603014,0,0
2022-08-10 10:30:00-04:00,167.35000610351562,167.8800048828125,167.1699981689453,167.86000061035156,2111571,0,0
2022-08-10 10:45:00-04:00,167.85499572753906,168.0500030517578,167.58999633789062,167.75,1875716,0,0
2022-08-10 11:00:00-04:00,167.75,168.22999572753906,167.5406036376953,167.74000549316406,2114110,0,0
2022-08-10 11:15:00-04:00,167.7523956298828,168.00999450683594,167.58999633789062,167.84060668945312,1572624,0,0
2022-08-10 11:30:00-04:00,167.83999633789062,168.14999389648438,167.82000732421875,167.9949951171875,1594062,0,0
2022-08-10 11:45:00-04:00,168.0,168.2449951171875,167.8699951171875,168.1519012451172,1255180,0,0
2022-08-10 12:00:00-04:00,168.1614990234375,168.3000030517578,167.86520385742188,167.97000122070312,1600442,0,0
2022-08-10 12:15:00-04:00,167.97999572753906,168.07989501953125,167.64999389648438,167.89999389648438,1275367,0,0
2022-08-10 12:30:00-04:00,167.89999389648438,168.27999877929688,167.8800048828125,168.24000549316406,1426696,0,0
2022-08-10 12:45:00-04:00,168.243896484375,168.25999450683594,167.99000549316406,168.07000732421875,1270096,0,0
2022-08-10 13:00:00-04:00,168.08090209960938,168.22500610351562,167.8699951171875,168.1909942626953,993106,0,0
2022-08-10 13:15:00-04:00,168.19500732421875,168.19500732421875,168.0,168.03500366210938,1011484,0,0
2022-08-10 13:30:00-04:00,168.03500366210938,168.24000549316406,167.9199981689453,168.22500610351562,1037272,0,0
2022-08-10 13:45:00-04:00,168.22500610351562,168.5,168.13999938964844,168.27999877929688,1726639,0,0
2022-08-10 14:00:00-04:00,168.2899932861328,168.47999572753906,168.19000244140625,168.41000366210938,1250337,0,0
2022-08-10 14:15:00-04:00,168.41000366210938,168.49000549316406,168.24000549316406,168.47999572753906,1039824,0,0
2022-08-10 14:30:00-04:00,168.4788055419922,168.74000549316406,168.31829833984375,168.72999572753906,1680292,0,0
